Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
8129890596,"Nov 17, 2022, 10:00:17 AM",Volta pilates,Ride,,1537,6.09,,,false,,,activities/8129890596.gpx,,,1537.0,1513.0,6089.7900390625,12.859997749328613,4.02497673034668,51.139625549316406,12.639625549316406,557.2999877929688,605.5999755859375,12.032116889953613,0.6322057247161865,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.962127447128296,53.099998474121094,,,,,,,,,,,,""
8148472042,"Nov 21, 2022, 10:41:38 AM",Mato Urbanova,Ride,,7224,18.32,,,false,,,activities/8148472042.gpx,,,7224.0,6592.0,18320.009765625,10.261914253234863,2.779127597808838,190.0287628173828,193.5287628173828,560.9000244140625,614.4000244140625,47.34430694580078,-0.019104793667793274,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.535992383956909,10307.2001953125,,,,,,,,,,,,""
8172388081,"Nov 26, 2022, 11:32:58 AM",Cachoeira Roncador,Ride,,24254,30.52,,,false,,,activities/8172388081.gpx,,,24254.0,12738.0,30524.5390625,12.224023818969727,2.396336793899536,812.103271484375,840.2032470703125,570.4000244140625,884.9000244140625,46.019676208496094,-0.09205707907676697,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.2585363388061523,30245.599609375,,,,,,,,,,,,""
8202595013,"Dec 3, 2022, 10:49:51 AM",Represa,Ride,,20194,48.90,,,false,,,activities/8202595013.gpx,,,20194.0,13319.0,48906.83984375,13.514062881469727,3.6719603538513184,596.96240234375,596.96240234375,555.0999755859375,633.5999755859375,44.658180236816406,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.4218499660491943,26818.19921875,,,,,,,,,,,,""
8206244500,"Dec 4, 2022, 10:09:54 AM",Bar do Mineiro,Ride,,10693,42.46,,,false,,,activities/8206244500.gpx,,,10693.0,9761.0,42467.80078125,12.096094131469727,4.350763320922852,278.6952209472656,248.4952392578125,552.5,605.7999877929688,25.671308517456055,0.07111269980669022,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.9715516567230225,10909.7998046875,,,,,,,,,,,,""
8235740923,"Dec 11, 2022, 10:14:34 AM",Pedal Bons Fluidos I,Ride,,8357,18.71,,,false,,,activities/8235740923.gpx,,,8357.0,7543.0,18709.919921875,9.001953125,2.4804348945617676,120.2011489868164,119.50114440917969,555.0999755859375,604.2000122070312,23.838830947875977,0.0037413309328258038,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.2388319969177246,5440.7998046875,,,,,,,,,,,,""
8259496564,"Dec 17, 2022, 1:36:54 PM",Maduri,Ride,,9214,23.08,,,false,,,activities/8259496564.gpx,,,9214.0,8338.0,23086.689453125,11.941991806030273,2.7688522338867188,180.6347198486328,218.0347137451172,555.0999755859375,624.0,41.06951904296875,-0.16199810802936554,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.5056099891662598,7373.7998046875,,,,,,,,,,,,""
8262982612,"Dec 18, 2022, 10:37:31 AM",Domingueira turma INPE Roger,Ride,,8730,25.66,,,false,,,activities/8262982612.gpx,,,8730.0,7641.0,25660.599609375,12.64404296875,3.3582775592803955,231.35403442382812,231.35403442382812,555.0999755859375,624.0,14.286710739135742,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.9393584728240967,8562.7998046875,,,,,,,,,,,,""
8352206549,"Jan 7, 2023, 11:18:37 AM",Primeira volta do ano,Ride,,5448,21.29,,,false,,,activities/8352206549.gpx,,,5448.0,5395.0,21298.859375,10.720117568969727,3.9478886127471924,114.30990600585938,112.90990447998047,554.9000244140625,606.7999877929688,19.142333984375,0.00657312199473381,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.90948224067688,4930.5,,,,,,,,,,,,""
8362849040,"Jan 9, 2023, 11:00:22 AM",Inpe/casa,Ride,,1240,5.03,,,false,,,activities/8362849040.gpx,,,1240.0,1240.0,5037.93994140625,13.311999320983887,4.062854766845703,30.341753005981445,27.141752243041992,587.9000244140625,605.9000244140625,16.949026107788086,0.06351802498102188,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.062854766845703,792.5999755859375,,,,,,,,,,,,""
